국가명,국가등급,등급평가일자
앤티가 바부다,6,2013-10-25
에콰도르,7,2013-10-25
엘살바도르,4,2013-10-25
온두라스,6,2013-10-25
우루과이,3,2013-10-25
자메이카,7,2013-10-25
적도기니,7,2013-10-25
중앙아프리카공화국,7,2013-10-25
차드,7,2013-10-25
칠레,2,2013-10-25
카메룬,6,2013-10-25
카포베르데,6,2013-10-25
코스타리카,3,2013-10-25
코트디부아르,7,2013-10-25
콜롬비아,4,2013-10-25
콩고,6,2013-10-25
콩고민주공화국,7,2013-10-25
쿠바,7,2013-10-25
토고,7,2013-10-25
트리니다드토바고,2,2013-10-25
파나마,3,2013-10-25
파라과이,5,2013-10-25
페루,3,2013-10-25
나미비아,3,2013-07-05
남수단,7,2013-07-05
남아프리카공화국,3,2013-07-05
네팔,7,2013-07-05
대만,1,2013-07-05
동티모르,6,2013-07-05
라오스,7,2013-07-05
레소토,5,2013-07-05
르완다,7,2013-07-05
마다가스카르,7,2013-07-05
마카오,2,2013-07-05
말라위,7,2013-07-05
말레이시아,2,2013-07-05
모리셔스,3,2013-07-05
모잠비크,6,2013-07-05
몰디브,7,2013-07-05
몽골,5,2013-07-05
미얀마,7,2013-07-05
방글라데시,6,2013-07-05
베트남,5,2013-07-05
보츠와나,2,2013-07-05
부룬디,7,2013-07-05
부탄,6,2013-07-05
북한,7,2013-07-05
브루나이,2,2013-07-05
세이셸,7,2013-07-05
소말리아,7,2013-07-05
수단,7,2013-07-05
스리랑카,6,2013-07-05
스와질란드,6,2013-07-05
싱가포르,1,2013-07-05
아프가니스탄,7,2013-07-05
앙골라,5,2013-07-05
에리트리아,7,2013-07-05
에티오피아,7,2013-07-05
우간다,6,2013-07-05
이집트,6,2013-07-05
인도,3,2013-07-05
인도네시아,3,2013-07-05
잠비아,5,2013-07-05
중국,2,2013-07-05
지부티,7,2013-07-05
짐바브웨,7,2013-07-05
캄보디아,6,2013-07-05
케냐,6,2013-07-05
탄자니아,6,2013-07-05
태국,3,2013-07-05
파키스탄,7,2013-07-05
파푸아뉴기니,5,2013-07-05
필리핀,3,2013-07-05
홍콩,1,2013-07-05
그루지아,6,2013-02-01
라트비아,4,2013-02-01
러시아,3,2013-02-01
레바논,7,2013-02-01
루마니아,4,2013-02-01
리비아,7,2013-02-01
리투아니아,3,2013-02-01
마케도니아,5,2013-02-01
모로코,3,2013-02-01
몬테네그로,6,2013-02-01
몰도바,7,2013-02-01
바레인,4,2013-02-01
벨라루스,7,2013-02-01
보스니아-헤르체코비나,7,2013-02-01
불가리아,4,2013-02-01
사우디아라비아,2,2013-02-01
세르비아,6,2013-02-01
시리아,7,2013-02-01
아랍에미리트 연합,2,2013-02-01
아르메니아,6,2013-02-01
아제르바이잔,5,2013-02-01
알바니아,6,2013-02-01
알제리,3,2013-02-01
예멘,7,2013-02-01
오만,2,2013-02-01
요르단,5,2013-02-01
우즈베키스탄,6,2013-02-01
우크라이나,7,2013-02-01
이라크,7,2013-02-01
이란,7,2013-02-01
카자흐스탄,5,2013-02-01
카타르,3,2013-02-01
코소보,7,2013-02-01
쿠웨이트,2,2013-02-01
크로아티아,5,2013-02-01
키르기즈스탄,7,2013-02-01
타지키스탄,7,2013-02-01
터키,4,2013-02-01
투르크메니스탄,6,2013-02-01
튀니지,4,2013-02-01
팔레스타인,7,2013-02-01
폴란드,1,2013-02-01
그리스,6,2013-01-01
사이프러스,4,2013-01-01
가나,5,2012-11-02
가봉,5,2012-11-02
감비아,7,2012-11-02
기니,7,2012-11-02
기니비사우,7,2012-11-02
나미비아,3,2012-11-02
나이지리아,5,2012-11-02
남아프리카공화국,3,2012-11-02
니제르,7,2012-11-02
라이베리아,7,2012-11-02
레소토,5,2012-11-02
르완다,7,2012-11-02
마다가스카르,7,2012-11-02
말라위,7,2012-11-02
말리,7,2012-11-02
모리셔스,3,2012-11-02
모리타니아,7,2012-11-02
모잠비크,6,2012-11-02
베넹,6,2012-11-02
보츠와나,2,2012-11-02
부룬디,7,2012-11-02
부르키나파소,7,2012-11-02
세네갈,6,2012-11-02
소말리아,7,2012-11-02
수단,7,2012-11-02
스와질란드,6,2012-11-02
시에라리온,7,2012-11-02
앙골라,5,2012-11-02
에리트리아,7,2012-11-02
에티오피아,7,2012-11-02
우간다,6,2012-11-02
잠비아,6,2012-11-02
적도기니,7,2012-11-02
중앙아프리카공화국,7,2012-11-02
짐바브웨,7,2012-11-02
차드,7,2012-11-02
카메룬,6,2012-11-02
카포베르데,6,2012-11-02
케냐,6,2012-11-02
코트디부아르,7,2012-11-02
콩고,6,2012-11-02
콩고민주공화국,7,2012-11-02
탄자니아,6,2012-11-02
토고,7,2012-11-02
과테말라,5,2012-07-06
니카라과,7,2012-07-06
도미니카공화국,5,2012-07-06
멕시코,3,2012-07-06
바하마,3,2012-07-06
베네수엘라,7,2012-07-06
벨리즈,6,2012-07-06
볼리비아,6,2012-07-06
브라질,3,2012-07-06
아르헨티나,7,2012-07-06
아이티,7,2012-07-06
앤티가 바부다,6,2012-07-06
에콰도르,7,2012-07-06
엘살바도르,4,2012-07-06
온두라스,6,2012-07-06
우루과이,3,2012-07-06
자메이카,7,2012-07-06
칠레,2,2012-07-06
코스타리카,3,2012-07-06
콜롬비아,4,2012-07-06
쿠바,7,2012-07-06
트리니다드토바고,2,2012-07-06
파나마,3,2012-07-06
파라과이,5,2012-07-06
페루,3,2012-07-06
네팔,7,2012-04-06
대만,1,2012-04-06
라오스,7,2012-04-06
레바논,7,2012-04-06
말레이시아,2,2012-04-06
몰디브,7,2012-04-06
몽골,5,2012-04-06
미얀마,7,2012-04-06
바레인,4,2012-04-06
방글라데시,6,2012-04-06
베트남,5,2012-04-06
북한,7,2012-04-06
브루나이,2,2012-04-06
사우디아라비아,2,2012-04-06
스리랑카,6,2012-04-06
시리아,7,2012-04-06
싱가포르,1,2012-04-06
아랍에미리트 연합,3,2012-04-06
아프가니스탄,7,2012-04-06
예멘,7,2012-04-06
오만,2,2012-04-06
요르단,5,2012-04-06
이라크,7,2012-04-06
이란,7,2012-04-06
인도,3,2012-04-06
인도네시아,3,2012-04-06
중국,2,2012-04-06
카타르,2,2012-04-06
캄보디아,6,2012-04-06
쿠웨이트,2,2012-04-06
태국,3,2012-04-06
파키스탄,7,2012-04-06
파푸아뉴기니,5,2012-04-06
필리핀,4,2012-04-06
홍콩,1,2012-04-06
그루지아,6,2012-02-03
라트비아,4,2012-02-03
러시아,3,2012-02-03
루마니아,4,2012-02-03
리비아,7,2012-02-03
리투아니아,3,2012-02-03
마케도니아,5,2012-02-03
모로코,3,2012-02-03
몬테네그로,6,2012-02-03
몰도바,7,2012-02-03
벨라루스,7,2012-02-03
보스니아-헤르체코비나,7,2012-02-03
불가리아,4,2012-02-03
세르비아,6,2012-02-03
아르메니아,6,2012-02-03
아제르바이잔,5,2012-02-03
알바니아,6,2012-02-03
알제리,3,2012-02-03
우즈베키스탄,6,2012-02-03
우크라이나,7,2012-02-03
이집트,5,2012-02-03
카자흐스탄,5,2012-02-03
코소보,7,2012-02-03
크로아티아,5,2012-02-03
키르기즈스탄,7,2012-02-03
타지키스탄,7,2012-02-03
터키,4,2012-02-03
투르크메니스탄,6,2012-02-03
튀니지,3,2012-02-03
과달루프,3,2011-12-28
괌,3,2011-12-28
그린랜드,3,2011-12-28
나바사섬,7,2011-12-28
남조지아.남샌드위치군도,7,2011-12-28
노르웨이속령,7,2011-12-28
노포크 아일랜드,7,2011-12-28
뉴칼레도니아,3,2011-12-28
니우에,5,2011-12-28
레위니옹,4,2011-12-28
로스속령,7,2011-12-28
마요뜨,5,2011-12-28
말티니크,3,2011-12-28
맨섬,2,2011-12-28
멜리야,3,2011-12-28
몬트세라트,7,2011-12-28
미국령 버진군도,3,2011-12-28
미국령 사모아,5,2011-12-28
미드웨이섬,7,2011-12-28
버뮤다,3,2011-12-28
베이커홀랜드섬,7,2011-12-28
북마리아나 군도,3,2011-12-28
세우타,3,2011-12-28
세인트 피에르 미켈론,4,2011-12-28
세인트헬레나,5,2011-12-28
스발바드,7,2011-12-28
아쉬모아 카르티어 아일랜드,7,2011-12-28
알랜드아일랜드,3,2011-12-28
앵귈라,4,2011-12-28
영국남극속령,7,2011-12-28
영국령 버진군도,3,2011-12-28
영국령 인도양지역,7,2011-12-28
월리스푸투나제도,5,2011-12-28
웨이크아일랜드,7,2011-12-28
자비스섬,7,2011-12-28
잔메이엔,7,2011-12-28
존스톤 아일랜드,7,2011-12-28
지브랄타,3,2011-12-28
차넬군도(건지),3,2011-12-28
차넬군도(저지),2,2011-12-28
케이만군도,3,2011-12-28
코랄섬,7,2011-12-28
코코스 군도,7,2011-12-28
쿡아일랜드,4,2011-12-28
크리스마스섬,7,2011-12-28
킹맨리프,7,2011-12-28
터크스 카이코스군도,4,2011-12-28
토켈라우,3,2011-12-28
팔미라,7,2011-12-28
페로군도,3,2011-12-28
포클랜드군도,3,2011-12-28
푸에르토리코,2,2011-12-28
프랑스령 극남군도,3,2011-12-28
프랑스령 기아나,4,2011-12-28
프랑스령 폴리네시아,3,2011-12-28
피트케안군도,7,2011-12-28
호주남극속령,7,2011-12-28
가나,5,2011-10-28
가봉,5,2011-10-28
감비아,7,2011-10-28
기니,7,2011-10-28
기니비사우,7,2011-10-28
나미비아,3,2011-10-28
나이지리아,5,2011-10-28
남아프리카공화국,3,2011-10-28
니제르,7,2011-10-28
라이베리아,7,2011-10-28
레소토,5,2011-10-28
르완다,7,2011-10-28
마다가스카르,7,2011-10-28
말라위,7,2011-10-28
말리,6,2011-10-28
모리셔스,3,2011-10-28
모리타니아,7,2011-10-28
모잠비크,6,2011-10-28
베넹,6,2011-10-28
보츠와나,3,2011-10-28
부룬디,7,2011-10-28
부르키나파소,7,2011-10-28
세네갈,6,2011-10-28
소말리아,7,2011-10-28
수단,7,2011-10-28
스와질란드,6,2011-10-28
시에라리온,7,2011-10-28
앙골라,6,2011-10-28
에리트리아,7,2011-10-28
에티오피아,7,2011-10-28
우간다,6,2011-10-28
잠비아,6,2011-10-28
적도기니,7,2011-10-28
중앙아프리카공화국,7,2011-10-28
짐바브웨,7,2011-10-28
차드,7,2011-10-28
카메룬,6,2011-10-28
카포베르데,5,2011-10-28
케냐,6,2011-10-28
코트디부아르,7,2011-10-28
콩고,6,2011-10-28
콩고민주공화국,7,2011-10-28
탄자니아,6,2011-10-28
토고,7,2011-10-28
남수단,7,2011-07-11
과테말라,5,2011-07-06
니카라과,7,2011-07-06
도미니카공화국,5,2011-07-06
멕시코,3,2011-07-06
바하마,3,2011-07-06
베네수엘라,7,2011-07-06
벨리즈,6,2011-07-06
볼리비아,6,2011-07-06
브라질,3,2011-07-06
아르헨티나,7,2011-07-06
아이티,7,2011-07-06
앤티가 바부다,6,2011-07-06
에콰도르,7,2011-07-06
엘살바도르,4,2011-07-06
온두라스,6,2011-07-06
우루과이,3,2011-07-06
자메이카,6,2011-07-06
칠레,2,2011-07-06
코스타리카,3,2011-07-06
콜롬비아,4,2011-07-06
쿠바,7,2011-07-06
트리니다드토바고,2,2011-07-06
파나마,3,2011-07-06
파라과이,5,2011-07-06
페루,3,2011-07-06
네팔,7,2011-04-07
대만,1,2011-04-07
라오스,7,2011-04-07
레바논,7,2011-04-07
리비아,7,2011-04-07
말레이시아,2,2011-04-07
모로코,3,2011-04-07
몰디브,7,2011-04-07
몽골,5,2011-04-07
미얀마,7,2011-04-07
바레인,4,2011-04-07
방글라데시,6,2011-04-07
베트남,5,2011-04-07
북한,7,2011-04-07
브루나이,2,2011-04-07
사우디아라비아,2,2011-04-07
스리랑카,6,2011-04-07
시리아,7,2011-04-07
싱가포르,1,2011-04-07
아랍에미리트 연합,3,2011-04-07
아프가니스탄,7,2011-04-07
알제리,3,2011-04-07
예멘,7,2011-04-07
오만,2,2011-04-07
요르단,5,2011-04-07
이라크,7,2011-04-07
이란,6,2011-04-07
이집트,4,2011-04-07
인도,3,2011-04-07
인도네시아,4,2011-04-07
중국,2,2011-04-07
카타르,2,2011-04-07
캄보디아,6,2011-04-07
쿠웨이트,2,2011-04-07
태국,3,2011-04-07
튀니지,3,2011-04-07
파키스탄,7,2011-04-07
파푸아뉴기니,5,2011-04-07
필리핀,4,2011-04-07
홍콩,1,2011-04-07
그루지아,6,2011-02-09
라트비아,5,2011-02-09
러시아,3,2011-02-09
루마니아,4,2011-02-09
리투아니아,4,2011-02-09
마케도니아,5,2011-02-09
몬테네그로,6,2011-02-09
몰도바,7,2011-02-09
벨라루스,7,2011-02-09
보스니아-헤르체코비나,7,2011-02-09
불가리아,4,2011-02-09
세르비아,6,2011-02-09
아르메니아,6,2011-02-09
아제르바이잔,5,2011-02-09
알바니아,6,2011-02-09
에스토니아,1,2011-02-09
우즈베키스탄,6,2011-02-09
우크라이나,7,2011-02-09
카자흐스탄,5,2011-02-09
코소보,7,2011-02-09
크로아티아,5,2011-02-09
키르기즈스탄,7,2011-02-09
타지키스탄,7,2011-02-09
터키,4,2011-02-09
투르크메니스탄,6,2011-02-09
폴란드,2,2011-02-09
사모아,6,2010-12-25
지부티,7,2010-12-25
코모로,7,2010-12-25
피지,6,2010-12-25
그레나다,4,2010-12-24
나우루,5,2010-12-24
도미니카 연방,6,2010-12-24
동티모르,6,2010-12-24
리히텐슈타인,2,2010-12-24
마샬군도,5,2010-12-24
모나코,2,2010-12-24
미크로네시아,6,2010-12-24
바티칸,2,2010-12-24
산 마리노,2,2010-12-24
세인트 루시아,5,2010-12-24
안도라,2,2010-12-24
키리바시,6,2010-12-24
통가,6,2010-12-24
투발루,7,2010-12-24
팔라우,4,2010-12-24
팔레스타인,7,2010-12-24
가나,6,2010-10-29
가봉,5,2010-10-29
감비아,7,2010-10-29
그리스,1,2010-10-29
기니,7,2010-10-29
기니비사우,7,2010-10-29
나미비아,3,2010-10-29
나이지리아,5,2010-10-29
남아프리카공화국,3,2010-10-29
네덜란드,1,2010-10-29
노르웨이,1,2010-10-29
뉴질랜드,1,2010-10-29
니제르,7,2010-10-29
대한민국,1,2010-10-29
덴마크,1,2010-10-29
독일,1,2010-10-29
라이베리아,7,2010-10-29
레소토,5,2010-10-29
룩셈부르크,1,2010-10-29
르완다,7,2010-10-29
마다가스카르,6,2010-10-29
말라위,7,2010-10-29
말리,6,2010-10-29
모리셔스,3,2010-10-29
모리타니아,7,2010-10-29
모잠비크,6,2010-10-29
미국,1,2010-10-29
베넹,6,2010-10-29
벨기에,1,2010-10-29
보츠와나,3,2010-10-29
부룬디,7,2010-10-29
부르키나파소,7,2010-10-29
세네갈,6,2010-10-29
소말리아,7,2010-10-29
수단,7,2010-10-29
스와질란드,6,2010-10-29
스웨덴,1,2010-10-29
스위스,1,2010-10-29
스페인,1,2010-10-29
시에라리온,7,2010-10-29
아일랜드,1,2010-10-29
앙골라,6,2010-10-29
에리트리아,7,2010-10-29
에티오피아,7,2010-10-29
영국,1,2010-10-29
오스트리아,1,2010-10-29
우간다,6,2010-10-29
이스라엘,1,2010-10-29
이탈리아,1,2010-10-29
일본,1,2010-10-29
잠비아,6,2010-10-29
적도기니,7,2010-10-29
중앙아프리카공화국,7,2010-10-29
짐바브웨,7,2010-10-29
차드,7,2010-10-29
카메룬,6,2010-10-29
카포베르데,6,2010-10-29
캐나다,1,2010-10-29
케냐,6,2010-10-29
코트디부아르,7,2010-10-29
콩고,7,2010-10-29
콩고민주공화국,7,2010-10-29
탄자니아,6,2010-10-29
토고,7,2010-10-29
포르투갈,1,2010-10-29
프랑스,1,2010-10-29
핀란드,1,2010-10-29
호주,1,2010-10-29
과테말라,5,2010-07-09
네덜란드령 안틸레스,5,2010-07-09
니카라과,7,2010-07-09
도미니카공화국,5,2010-07-09
멕시코,3,2010-07-09
바하마,3,2010-07-09
베네수엘라,7,2010-07-09
벨리즈,6,2010-07-09
볼리비아,6,2010-07-09
브라질,3,2010-07-09
아르헨티나,7,2010-07-09
아이티,7,2010-07-09
앤티가 바부다,6,2010-07-09
에콰도르,7,2010-07-09
엘살바도르,4,2010-07-09
온두라스,6,2010-07-09
우루과이,4,2010-07-09
자메이카,6,2010-07-09
칠레,2,2010-07-09
코스타리카,3,2010-07-09
콜롬비아,4,2010-07-09
쿠바,7,2010-07-09
트리니다드토바고,2,2010-07-09
파나마,3,2010-07-09
파라과이,5,2010-07-09
페루,3,2010-07-09
네팔,7,2010-04-09
대만,1,2010-04-09
라오스,7,2010-04-09
레바논,7,2010-04-09
말레이시아,2,2010-04-09
몰디브,7,2010-04-09
몽골,6,2010-04-09
미얀마,7,2010-04-09
바레인,3,2010-04-09
방글라데시,6,2010-04-09
베트남,5,2010-04-09
북한,7,2010-04-09
브루나이,2,2010-04-09
사우디 아라비아,2,2010-04-09
스리랑카,6,2010-04-09
시리아,6,2010-04-09
싱가포르,1,2010-04-09
아랍 에미리트 연합,3,2010-04-09
아프가니스탄,7,2010-04-09
예멘,7,2010-04-09
오만,2,2010-04-09
요르단,5,2010-04-09
이라크,7,2010-04-09
이란,6,2010-04-09
인도,3,2010-04-09
인도네시아,4,2010-04-09
중국,2,2010-04-09
카타르,2,2010-04-09
캄보디아,6,2010-04-09
쿠웨이트,2,2010-04-09
태국,3,2010-04-09
파키스탄,7,2010-04-09
파푸아뉴기니,5,2010-04-09
필리핀,4,2010-04-09
홍콩,1,2010-04-09
그루지아,6,2010-02-05
라트비아,5,2010-02-05
러시아,4,2010-02-05
루마니아,4,2010-02-05
리비아,6,2010-02-05
리투아니아,4,2010-02-05
마케도니아,5,2010-02-05
모로코,3,2010-02-05
몬테네그로,6,2010-02-05
몰도바,7,2010-02-05
몰타,1,2010-02-05
벨라루스,7,2010-02-05
보스니아-헤르체코비나,7,2010-02-05
불가리아,4,2010-02-05
세르비아,6,2010-02-05
아르메니아,6,2010-02-05
아제르바이잔,5,2010-02-05
알바니아,6,2010-02-05
알제리,3,2010-02-05
에스토니아,4,2010-02-05
우즈베키스탄,6,2010-02-05
우크라이나,7,2010-02-05
이집트,4,2010-02-05
카자흐스탄,5,2010-02-05
크로아티아,5,2010-02-05
키르기즈스탄,7,2010-02-05
타지키스탄,7,2010-02-05
터키,4,2010-02-05
투르크메니스탄,6,2010-02-05
튀니지,3,2010-02-05
폴란드,2,2010-02-05
헝가리,1,2010-02-05
가이아나,7,2009-11-30
마카오,2,2009-11-30
바누아투,5,2009-11-30
바베이도스,3,2009-11-30
부탄,6,2009-11-30
상투메프린시페,7,2009-11-30
세이셸,7,2009-11-30
솔로몬제도,7,2009-11-30
수리남,6,2009-11-30
코소보,7,2009-11-30
세인트 빈센트 그레나딘,5,2009-11-17
세인트 키츠 네비스,7,2009-11-17
아루바,3,2009-11-17
허드섬,7,2009-11-17
가나,6,2009-10-30
가봉,6,2009-10-30
감비아,7,2009-10-30
기니,7,2009-10-30
기니비사우,7,2009-10-30
나미비아,3,2009-10-30
나이지리아,6,2009-10-30
남아프리카공화국,3,2009-10-30
니제르,7,2009-10-30
라이베리아,7,2009-10-30
러시아,4,2009-10-30
레소토,5,2009-10-30
르완다,7,2009-10-30
마다가스카르,6,2009-10-30
말라위,7,2009-10-30
말리,6,2009-10-30
모리셔스,3,2009-10-30
모리타니아,7,2009-10-30
모잠비크,6,2009-10-30
베넹,6,2009-10-30
보츠와나,3,2009-10-30
부룬디,7,2009-10-30
부르키나 파소,7,2009-10-30
세네갈,6,2009-10-30
소말리아,7,2009-10-30
수단,7,2009-10-30
스와질란드,6,2009-10-30
시에라리온,7,2009-10-30
앙골라,6,2009-10-30
에리트리아,7,2009-10-30
에티오피아,7,2009-10-30
우간다,6,2009-10-30
잠비아,6,2009-10-30
적도기니,7,2009-10-30
중앙아프리카공화국,7,2009-10-30
짐바브웨,7,2009-10-30
차드,7,2009-10-30
카메룬,6,2009-10-30
카자흐스탄,5,2009-10-30
카포베르데,5,2009-10-30
케냐,6,2009-10-30
코트디부아르,7,2009-10-30
콩고,7,2009-10-30
콩고민주공화국,7,2009-10-30
탄자니아,6,2009-10-30
토고,7,2009-10-30
과테말라,5,2009-07-10
네덜란드령 안틸레스,5,2009-07-10
니카라과,7,2009-07-10
도미니카공화국,5,2009-07-10
멕시코,3,2009-07-10
바하마,3,2009-07-10
베네수엘라,7,2009-07-10
벨리즈,6,2009-07-10
볼리비아,7,2009-07-10
브라질,3,2009-07-10
아르헨티나,7,2009-07-10
아이티,7,2009-07-10
앤티가바부다,6,2009-07-10
에콰도르,7,2009-07-10
엘살바도르,4,2009-07-10
온두라스,6,2009-07-10
우루과이,4,2009-07-10
자메이카,6,2009-07-10
칠레,2,2009-07-10
코스타리카,3,2009-07-10
콜롬비아,4,2009-07-10
쿠바,7,2009-07-10
트리니다드토바고,2,2009-07-10
파나마,3,2009-07-10
파라과이,5,2009-07-10
페루,3,2009-07-10
네팔,7,2009-04-10
대만,1,2009-04-10
라오스,7,2009-04-10
레바논,7,2009-04-10
루마니아,4,2009-04-10
말레이시아,2,2009-04-10
몰디브,7,2009-04-10
몽골,6,2009-04-10
미얀마,7,2009-04-10
바레인,2,2009-04-10
방글라데시,6,2009-04-10
베트남,5,2009-04-10
북한,7,2009-04-10
브루나이,2,2009-04-10
사우디 아라비아,2,2009-04-10
스리랑카,6,2009-04-10
시리아,6,2009-04-10
싱가포르,1,2009-04-10
아랍 에미레이트 연합,2,2009-04-10
아프가니스탄,7,2009-04-10
예멘,6,2009-04-10
오만,2,2009-04-10
요르단,5,2009-04-10
우크라이나,7,2009-04-10
이라크,7,2009-04-10
이란,6,2009-04-10
이스라엘,3,2009-04-10
인도,3,2009-04-10
인도네시아,5,2009-04-10
중국,2,2009-04-10
카타르,2,2009-04-10
캄보디아,6,2009-04-10
쿠웨이트,2,2009-04-10
태국,3,2009-04-10
파키스탄,7,2009-04-10
파푸아뉴기니,5,2009-04-10
필리핀,4,2009-04-10
홍콩,1,2009-04-10
그루지아,6,2009-02-06
라트비아,4,2009-02-06
리비아,6,2009-02-06
리투아니아,3,2009-02-06
마케도니아,5,2009-02-06
모로코,3,2009-02-06
몬테네그로,6,2009-02-06
몰도바,7,2009-02-06
벨라루스,7,2009-02-06
보스니아-헤르체코비나,7,2009-02-06
불가리아,4,2009-02-06
세르비아,7,2009-02-06
슬로바키아,1,2009-02-06
아르메니아,6,2009-02-06
아제르바이잔,5,2009-02-06
알바니아,6,2009-02-06
알제리,3,2009-02-06
에스토니아,3,2009-02-06
우즈베키스탄,6,2009-02-06
이집트,4,2009-02-06
크로아티아,5,2009-02-06
키르기즈스탄,7,2009-02-06
타지키스탄,7,2009-02-06
터키,4,2009-02-06
투르크메니스탄,6,2009-02-06
튀니지,3,2009-02-06
폴란드,2,2009-02-06
헝가리,4,2009-02-06
루마니아,3,2008-11-27
리투아니아,3,2008-11-27
아이슬랜드,2,2008-11-27
우크라이나,6,2008-11-27
터키,5,2008-11-27
파키스탄,7,2008-11-27
가나,6,2008-11-01
가봉,6,2008-11-01
감비아,7,2008-11-01
기니,7,2008-11-01
기니비사우,7,2008-11-01
나미비아,3,2008-11-01
나이지리아,6,2008-11-01
남아프리카공화국,3,2008-11-01
니제르,7,2008-11-01
라이베리아,7,2008-11-01
레소토,5,2008-11-01
르완다,7,2008-11-01
마다가스카르,6,2008-11-01
말라위,7,2008-11-01
말리,6,2008-11-01
모리셔스,3,2008-11-01
모리타니아,7,2008-11-01
모잠비크,6,2008-11-01
베냉,6,2008-11-01
보츠와나,2,2008-11-01
부룬디,7,2008-11-01
부르키나파소,7,2008-11-01
세네갈,6,2008-11-01
소말리아,7,2008-11-01
수단,7,2008-11-01
스와질랜드,6,2008-11-01
시에라리온,7,2008-11-01
앙골라,6,2008-11-01
에리트리아,7,2008-11-01
에티오피아,7,2008-11-01
우간다,6,2008-11-01
잠비아,6,2008-11-01
적도 기니,7,2008-11-01
중앙아프리카공화국,7,2008-11-01
짐바브웨,7,2008-11-01
차드,7,2008-11-01
카메룬,6,2008-11-01
카포베르데,5,2008-11-01
케냐,6,2008-11-01
코트디부아르,7,2008-11-01
콩고,7,2008-11-01
콩고민주공화국(구자이레),7,2008-11-01
탄자니아,6,2008-11-01
토고,7,2008-11-01
바베이도스,3,2008-10-17
과테말라,5,2008-06-28
네덜란드령 안틸레스,5,2008-06-28
니카라과,7,2008-06-28
도미니카공화국,5,2008-06-28
멕시코,2,2008-06-28
바하마,3,2008-06-28
베네수엘라,6,2008-06-28
벨리즈,6,2008-06-28
볼리비아,7,2008-06-28
브라질,3,2008-06-28
아르헨티나,7,2008-06-28
아이티,7,2008-06-28
앤티가바부다,6,2008-06-28
에콰도르,7,2008-06-28
엘살바도르,4,2008-06-28
온두라스,6,2008-06-28
우루과이,4,2008-06-28
자메이카,6,2008-06-28
칠레,2,2008-06-28
코스타리카,3,2008-06-28
콜롬비아,4,2008-06-28
쿠바,7,2008-06-28
트리니다드토바고,2,2008-06-28
파나마,3,2008-06-28
파라과이,5,2008-06-28
페루,3,2008-06-28
네팔,7,2008-04-25
대만,1,2008-04-25
라오스,7,2008-04-25
말레이시아,2,2008-04-25
몰디브,6,2008-04-25
몽골,6,2008-04-25
미얀마,7,2008-04-25
방글라데시,6,2008-04-25
베트남,4,2008-04-25
북한,7,2008-04-25
브루나이,2,2008-04-25
스리랑카,6,2008-04-25
싱가포르,1,2008-04-25
아프가니스탄,7,2008-04-25
인도,3,2008-04-25
인도네시아,5,2008-04-25
중국,2,2008-04-25
캄보디아,6,2008-04-25
태국,3,2008-04-25
파푸아뉴기니,5,2008-04-25
필리핀,4,2008-04-25
홍콩,1,2008-04-25
그루지아,6,2008-02-15
라트비아,3,2008-02-15
러시아,3,2008-02-15
마케도니아,5,2008-02-15
몬테네그로 ,6,2008-02-15
몰도바,7,2008-02-15
벨라루스,7,2008-02-15
보스니아-헤르체코비나,7,2008-02-15
불가리아,3,2008-02-15
사이프러스,1,2008-02-15
세르비아,7,2008-02-15
슬로바키아,1,2008-02-15
슬로베니아,1,2008-02-15
시리아,7,2008-02-15
아르메니아,6,2008-02-15
아제르바이잔,5,2008-02-15
알바니아,6,2008-02-15
에스토니아,2,2008-02-15
우즈베키스탄,6,2008-02-15
체코,1,2008-02-15
카자흐스탄,4,2008-02-15
크로아티아,4,2008-02-15
키르기즈스탄,7,2008-02-15
타지키스탄,7,2008-02-15
투르크메니스탄,6,2008-02-15
폴란드,2,2008-02-15
헝가리,3,2008-02-15
가나,6,2007-11-03
감비아,7,2007-11-03
기니,7,2007-11-03
기니비사우,7,2007-11-03
나이지리아,6,2007-11-03
니제르,7,2007-11-03
라이베리아,7,2007-11-03
레바논,7,2007-11-03
리비아,6,2007-11-03
말리,6,2007-11-03
모로코,3,2007-11-03
모리타니아,7,2007-11-03
바레인,2,2007-11-03
베냉,6,2007-11-03
부르키나파소,7,2007-11-03
사우디 아라비아,2,2007-11-03
세네갈,6,2007-11-03
소말리아,7,2007-11-03
수단,7,2007-11-03
시리아,7,2007-11-03
시에라리온,7,2007-11-03
아랍 에미레이트 연합,2,2007-11-03
알제리,3,2007-11-03
에리트리아,7,2007-11-03
에티오피아,7,2007-11-03
예멘,6,2007-11-03
오만,2,2007-11-03
요르단,5,2007-11-03
이라크,7,2007-11-03
이란,6,2007-11-03
이스라엘,3,2007-11-03
이집트,4,2007-11-03
카타르,2,2007-11-03
카포베르데,6,2007-11-03
코트디부아르,7,2007-11-03
쿠웨이트,2,2007-11-03
토고,7,2007-11-03
튀니지,3,2007-11-03
과달루프,3,2007-10-09
괌,3,2007-10-09
그레나다,5,2007-10-09
그린랜드,3,2007-10-09
나바사섬,7,2007-10-09
나우루,5,2007-10-09
남조지아.남샌드위치군도,7,2007-10-09
노르웨이속령,7,2007-10-09
노르포크 아일랜드,7,2007-10-09
뉴 칼레도니아,3,2007-10-09
니우에,5,2007-10-09
도미니카 연방,5,2007-10-09
